2022-10-01 18:26:00,2022-10-01 18:26:00,medium
2022-09-23 18:30:00,2022-10-01 18:30:00,class 1 truck
2022-10-01 18:30:00,2022-10-01 18:30:00,medium
2022-09-24 08:14:00,2022-10-01 18:30:00,compact
2022-09-06 17:21:00,2022-10-02 07:00:00,full-size
2022-10-02 07:01:00,2022-10-02 07:01:00,compact
2022-09-13 18:14:00,2022-10-02 07:01:00,full-size
2022-09-23 07:56:00,2022-10-02 07:02:00,compact
2022-10-02 07:04:00,2022-10-02 07:04:00,class 2 truck
2022-10-02 07:08:00,2022-10-02 07:08:00,medium
2022-09-08 07:30:00,2022-10-02 07:11:00,compact
2022-10-02 07:27:00,2022-10-02 07:27:00,class 1 truck
2022-09-09 07:30:00,2022-10-02 07:30:00,compact
2022-09-18 17:06:00,2022-10-02 07:32:00,class 1 truck
2022-09-23 13:26:00,2022-10-02 07:36:00,class 1 truck
2022-10-02 07:37:00,2022-10-02 07:37:00,compact
2022-10-02 07:39:00,2022-10-02 07:39:00,medium
2022-10-02 07:49:00,2022-10-02 07:49:00,compact
2022-09-27 07:12:00,2022-10-02 07:57:00,medium
2022-10-02 07:57:00,2022-10-02 07:57:00,full-size
2022-10-02 08:29:00,2022-10-02 08:29:00,full-size
2022-09-13 07:01:00,2022-10-02 08:29:00,class 1 truck
2022-09-19 18:30:00,2022-10-02 08:46:00,class 2 truck
2022-09-05 11:30:00,2022-10-02 09:35:00,class 1 truck
2022-10-02 09:41:00,2022-10-02 09:41:00,class 2 truck
2022-09-13 11:07:00,2022-10-02 09:46:00,class 1 truck
2022-09-09 08:54:00,2022-10-02 09:52:00,medium
2022-09-15 09:01:00,2022-10-02 10:03:00,compact
2022-09-17 08:51:00,2022-10-02 10:09:00,compact
2022-10-02 10:31:00,2022-10-02 10:31:00,class 1 truck
2022-09-15 18:30:00,2022-10-02 10:31:00,full-size
2022-10-02 10:58:00,2022-10-02 10:58:00,class 2 truck
2022-09-23 17:13:00,2022-10-02 11:05:00,medium
2022-10-02 11:16:00,2022-10-02 11:16:00,full-size
2022-09-27 16:09:00,2022-10-02 11:44:00,medium
2022-09-13 08:47:00,2022-10-02 11:54:00,class 2 truck
2022-10-02 12:02:00,2022-10-02 12:02:00,class 2 truck
2022-09-26 08:16:00,2022-10-02 12:08:00,class 1 truck
2022-10-02 12:14:00,2022-10-02 12:14:00,class 2 truck
2022-10-02 12:58:00,2022-10-02 12:58:00,compact
2022-09-01 16:21:00,2022-10-02 13:04:00,full-size
2022-10-02 13:11:00,2022-10-02 13:11:00,compact
2022-09-13 18:24:00,2022-10-02 13:15:00,class 2 truck
2022-10-02 13:27:00,2022-10-02 13:27:00,medium
2022-10-02 13:33:00,2022-10-02 13:33:00,class 1 truck
2022-09-02 07:02:00,2022-10-02 14:12:00,class 2 truck
2022-09-04 12:14:00,2022-10-02 14:16:00,compact
2022-10-02 14:34:00,2022-10-02 14:34:00,full-size
2022-09-25 18:30:00,2022-10-02 14:54:00,compact
2022-10-02 15:08:00,2022-10-02 15:08:00,class 2 truck
2022-09-04 18:30:00,2022-10-02 15:21:00,compact
2022-10-02 15:30:00,2022-10-02 15:30:00,compact
2022-10-02 16:02:00,2022-10-02 16:02:00,class 2 truck
2022-09-19 16:24:00,2022-10-02 16:59:00,full-size
2022-09-21 14:24:00,2022-10-02 17:00:00,medium
2022-10-02 17:29:00,2022-10-02 17:29:00,compact
2022-09-16 07:02:00,2022-10-02 17:38:00,full-size
2022-09-14 14:24:00,2022-10-02 18:03:00,medium
2022-10-02 18:09:00,2022-10-02 18:09:00,compact
2022-09-02 09:32:00,2022-10-02 18:09:00,class 2 truck
2022-09-04 07:41:00,2022-10-02 18:15:00,medium
2022-10-02 18:19:00,2022-10-02 18:19:00,class 1 truck
2022-10-02 18:30:00,2022-10-02 18:30:00,full-size
2022-10-02 18:30:00,2022-10-02 18:30:00,medium
2022-09-30 15:31:00,2022-10-02 18:30:00,medium
2022-10-02 18:30:00,2022-10-02 18:30:00,compact
2022-10-02 18:30:00,2022-10-02 18:30:00,full-size
2022-10-03 07:08:00,2022-10-03 07:08:00,medium
2022-09-25 07:47:00,2022-10-03 07:09:00,class 1 truck
2022-10-03 07:17:00,2022-10-03 07:17:00,compact
2022-10-03 07:18:00,2022-10-03 07:18:00,compact
2022-10-03 07:24:00,2022-10-03 07:24:00,compact
2022-09-25 09:21:00,2022-10-03 07:29:00,class 2 truck
2022-10-03 07:30:00,2022-10-03 07:30:00,compact
2022-09-25 12:46:00,2022-10-03 07:31:00,medium
2022-10-02 18:21:00,2022-10-03 07:32:00,full-size
2022-09-18 10:04:00,2022-10-03 07:35:00,class 1 truck
2022-09-14 18:30:00,2022-10-03 07:41:00,class 2 truck
2022-09-27 07:26:00,2022-10-03 07:55:00,class 1 truck
2022-09-07 08:51:00,2022-10-03 08:02:00,full-size
2022-10-03 08:16:00,2022-10-03 08:16:00,class 1 truck
2022-09-04 09:50:00,2022-10-03 08:21:00,medium
2022-10-03 08:36:00,2022-10-03 08:36:00,medium
2022-09-06 07:53:00,2022-10-03 09:18:00,class 1 truck
2022-09-16 07:12:00,2022-10-03 09:19:00,full-size
2022-10-03 09:29:00,2022-10-03 09:29:00,compact
2022-09-30 13:26:00,2022-10-03 09:41:00,class 1 truck
2022-09-06 16:08:00,2022-10-03 09:49:00,medium
2022-09-28 10:48:00,2022-10-03 10:26:00,full-size
2022-09-12 18:00:00,2022-10-03 10:27:00,class 1 truck
2022-09-04 07:16:00,2022-10-03 10:37:00,full-size
2022-09-11 09:35:00,2022-10-03 10:45:00,full-size
2022-09-19 07:05:00,2022-10-03 11:18:00,class 1 truck
2022-10-03 11:23:00,2022-10-03 11:23:00,class 1 truck
2022-09-29 17:57:00,2022-10-03 11:33:00,class 2 truck
2022-09-04 07:47:00,2022-10-03 12:37:00,compact
2022-10-03 12:47:00,2022-10-03 12:47:00,full-size
2022-09-26 07:41:00,2022-10-03 13:16:00,full-size
2022-09-23 07:58:00,2022-10-03 13:47:00,class 2 truck
2022-09-03 17:25:00,2022-10-03 13:51:00,class 1 truck
2022-09-25 14:30:00,2022-10-03 14:07:00,compact
2022-09-24 13:01:00,2022-10-03 14:39:00,compact
2022-10-03 14:43:00,2022-10-03 14:43:00,full-size
2022-09-09 18:30:00,2022-10-03 14:54:00,compact
2022-09-26 18:30:00,2022-10-03 15:11:00,class 1 truck
2022-10-03 15:17:00,2022-10-03 15:17:00,medium
2022-09-27 10:50:00,2022-10-03 15:28:00,compact
2022-10-03 15:48:00,2022-10-03 15:48:00,class 2 truck
2022-10-03 15:48:00,2022-10-03 15:48:00,medium
2022-09-16 10:29:00,2022-10-03 15:51:00,class 1 truck
2022-09-05 07:26:00,2022-10-03 15:55:00,full-size
2022-09-24 07:35:00,2022-10-03 16:03:00,class 1 truck
2022-10-03 16:21:00,2022-10-03 16:21:00,full-size
2022-10-03 16:36:00,2022-10-03 16:36:00,class 1 truck
2022-10-03 16:38:00,2022-10-03 16:38:00,full-size
2022-09-01 16:01:00,2022-10-03 16:39:00,full-size
2022-10-03 17:01:00,2022-10-03 17:01:00,full-size
2022-09-12 18:30:00,2022-10-03 17:26:00,compact
2022-09-10 18:28:00,2022-10-03 17:52:00,medium
2022-10-03 17:56:00,2022-10-03 17:56:00,class 2 truck
2022-09-05 07:36:00,2022-10-03 18:01:00,class 1 truck
2022-10-03 18:03:00,2022-10-03 18:03:00,class 2 truck
2022-09-12 17:24:00,2022-10-03 18:12:00,medium
2022-09-21 16:52:00,2022-10-03 18:12:00,full-size
2022-09-14 07:16:00,2022-10-03 18:18:00,medium
2022-10-03 07:27:00,2022-10-03 18:27:00,compact
2022-09-14 16:33:00,2022-10-03 18:28:00,class 1 truck
2022-10-03 18:30:00,2022-10-03 18:30:00,full-size
2022-10-03 13:31:00,2022-10-04 07:01:00,compact
2022-09-26 07:26:00,2022-10-04 07:03:00,medium
2022-09-01 14:04:00,2022-10-04 07:04:00,full-size
2022-09-13 14:54:00,2022-10-04 07:17:00,compact
2022-09-13 18:30:00,2022-10-04 07:20:00,medium
2022-09-16 18:29:00,2022-10-04 07:27:00,medium
2022-10-04 07:27:00,2022-10-04 07:27:00,compact
2022-09-02 15:35:00,2022-10-04 07:28:00,full-size
2022-09-27 18:20:00,2022-10-04 07:31:00,compact
2022-09-22 18:01:00,2022-10-04 07:38:00,full-size
2022-09-16 07:35:00,2022-10-04 07:41:00,class 1 truck
2022-10-04 07:41:00,2022-10-04 07:41:00,full-size
2022-09-21 18:30:00,2022-10-04 07:44:00,full-size
2022-09-11 18:30:00,2022-10-04 07:53:00,class 1 truck
2022-10-04 07:54:00,2022-10-04 07:54:00,class 2 truck
2022-09-23 11:37:00,2022-10-04 07:58:00,compact
2022-10-04 07:59:00,2022-10-04 07:59:00,medium
2022-09-26 18:02:00,2022-10-04 08:00:00,compact
2022-09-19 07:45:00,2022-10-04 08:02:00,compact
2022-09-21 07:25:00,2022-10-04 08:09:00,class 2 truck
2022-09-13 07:43:00,2022-10-04 08:14:00,full-size
2022-10-04 08:31:00,2022-10-04 08:31:00,medium
2022-09-19 07:31:00,2022-10-04 08:41:00,medium
2022-09-17 17:54:00,2022-10-04 08:56:00,compact
2022-10-04 09:07:00,2022-10-04 09:07:00,class 1 truck
2022-10-04 09:27:00,2022-10-04 09:27:00,medium
2022-09-17 13:59:00,2022-10-04 09:54:00,full-size
2022-10-04 10:00:00,2022-10-04 10:00:00,full-size
2022-10-04 10:10:00,2022-10-04 10:10:00,compact
2022-10-04 10:25:00,2022-10-04 10:25:00,compact
2022-09-22 07:50:00,2022-10-04 10:45:00,class 2 truck
2022-09-17 07:58:00,2022-10-04 11:03:00,class 2 truck
2022-09-09 18:30:00,2022-10-04 11:55:00,class 1 truck
2022-10-04 12:19:00,2022-10-04 12:19:00,compact
2022-09-09 07:12:00,2022-10-04 12:30:00,class 1 truck
2022-09-16 07:41:00,2022-10-04 12:33:00,class 1 truck
2022-10-04 13:15:00,2022-10-04 13:15:00,class 2 truck
2022-09-23 18:30:00,2022-10-04 13:56:00,medium
2022-10-04 14:18:00,2022-10-04 14:18:00,full-size
2022-10-04 14:43:00,2022-10-04 14:43:00,class 1 truck
2022-09-01 10:36:00,2022-10-04 14:48:00,full-size
2022-10-04 14:55:00,2022-10-04 14:55:00,class 1 truck
2022-09-11 18:30:00,2022-10-04 15:21:00,medium
2022-10-04 16:35:00,2022-10-04 16:35:00,compact
2022-09-03 07:50:00,2022-10-04 16:49:00,compact
2022-09-22 12:51:00,2022-10-04 16:57:00,class 1 truck
2022-10-04 17:13:00,2022-10-04 17:13:00,class 1 truck
2022-10-04 17:45:00,2022-10-04 17:45:00,compact
2022-09-17 18:30:00,2022-10-04 18:11:00,full-size
2022-10-04 18:28:00,2022-10-04 18:28:00,full-size
2022-09-12 12:28:00,2022-10-04 18:30:00,class 1 truck
2022-10-01 14:52:00,2022-10-04 18:30:00,class 2 truck
2022-10-04 07:02:00,2022-10-04 18:30:00,class 1 truck
2022-09-07 08:17:00,2022-10-04 18:30:00,class 1 truck
2022-10-04 18:30:00,2022-10-04 18:30:00,compact
2022-10-04 18:30:00,2022-10-04 18:30:00,class 1 truck
2022-09-18 07:11:00,2022-10-04 18:30:00,full-size
2022-09-29 07:33:00,2022-10-04 18:30:00,medium
2022-10-05 07:02:00,2022-10-05 07:02:00,class 1 truck
2022-10-05 07:02:00,2022-10-05 07:02:00,full-size
2022-10-05 07:03:00,2022-10-05 07:03:00,class 1 truck
2022-10-05 07:10:00,2022-10-05 07:10:00,medium
2022-09-20 17:29:00,2022-10-05 07:16:00,class 2 truck
2022-09-04 14:26:00,2022-10-05 07:19:00,medium
2022-10-05 07:26:00,2022-10-05 07:26:00,full-size
2022-10-04 08:31:00,2022-10-05 07:37:00,compact
2022-09-20 17:43:00,2022-10-05 07:37:00,compact
2022-09-02 15:09:00,2022-10-05 07:40:00,class 1 truck
2022-09-22 10:03:00,2022-10-05 07:50:00,class 1 truck
2022-09-02 18:30:00,2022-10-05 07:51:00,medium
2022-09-17 07:38:00,2022-10-05 08:10:00,class 2 truck
2022-09-12 18:08:00,2022-10-05 08:23:00,full-size
2022-09-12 11:22:00,2022-10-05 08:26:00,class 2 truck
2022-09-15 07:37:00,2022-10-05 08:48:00,compact
2022-09-16 07:43:00,2022-10-05 08:53:00,class 2 truck
2022-09-29 08:13:00,2022-10-05 08:59:00,class 2 truck
2022-09-11 18:30:00,2022-10-05 09:05:00,full-size
2022-09-03 10:40:00,2022-10-05 09:46:00,class 2 truck
2022-10-05 10:14:00,2022-10-05 10:14:00,full-size
2022-09-05 18:11:00,2022-10-05 10:36:00,medium
2022-09-29 13:06:00,2022-10-05 10:46:00,full-size
2022-10-05 11:08:00,2022-10-05 11:08:00,full-size
2022-10-05 11:21:00,2022-10-05 11:21:00,medium
2022-09-28 11:36:00,2022-10-05 11:34:00,class 1 truck
2022-09-09 07:16:00,2022-10-05 11:40:00,compact
2022-10-05 12:19:00,2022-10-05 12:19:00,full-size
2022-09-03 07:01:00,2022-10-05 12:32:00,class 1 truck
2022-09-14 07:16:00,2022-10-05 12:50:00,medium
2022-09-07 16:18:00,2022-10-05 12:55:00,compact
2022-09-28 18:30:00,2022-10-05 12:56:00,medium
2022-10-05 13:17:00,2022-10-05 13:17:00,class 1 truck
2022-10-05 13:28:00,2022-10-05 13:28:00,compact
2022-10-02 07:49:00,2022-10-05 13:30:00,compact
2022-10-05 13:32:00,2022-10-05 13:32:00,class 2 truck
2022-10-05 13:32:00,2022-10-05 13:32:00,class 1 truck
2022-10-04 11:44:00,2022-10-05 13:48:00,class 2 truck
2022-09-10 13:02:00,2022-10-05 13:59:00,compact
2022-09-03 09:18:00,2022-10-05 14:02:00,class 1 truck
2022-10-03 13:59:00,2022-10-05 14:22:00,full-size
2022-09-05 07:31:00,2022-10-05 14:52:00,class 1 truck
2022-09-08 16:18:00,2022-10-05 15:01:00,class 1 truck
2022-09-21 18:30:00,2022-10-05 15:08:00,medium
2022-09-08 18:17:00,2022-10-05 15:16:00,medium
2022-10-05 15:17:00,2022-10-05 15:17:00,full-size
2022-09-09 13:19:00,2022-10-05 15:31:00,full-size
2022-09-25 10:37:00,2022-10-05 15:41:00,compact
2022-10-05 15:52:00,2022-10-05 15:52:00,class 1 truck
2022-10-05 16:01:00,2022-10-05 16:01:00,class 1 truck
2022-09-26 14:16:00,2022-10-05 16:15:00,class 2 truck
2022-10-05 16:41:00,2022-10-05 16:41:00,full-size
2022-09-12 07:15:00,2022-10-05 16:46:00,compact
2022-10-05 16:56:00,2022-10-05 16:56:00,class 1 truck
2022-09-12 18:30:00,2022-10-05 17:01:00,medium
2022-09-23 18:30:00,2022-10-05 17:02:00,compact
2022-10-03 07:40:00,2022-10-05 17:16:00,compact
2022-09-08 18:10:00,2022-10-05 18:12:00,full-size
2022-09-06 12:20:00,2022-10-05 18:17:00,full-size
2022-10-04 18:04:00,2022-10-05 18:21:00,compact
2022-10-05 18:27:00,2022-10-05 18:27:00,medium
2022-09-22 18:30:00,2022-10-05 18:30:00,class 2 truck
2022-10-05 18:30:00,2022-10-05 18:30:00,full-size
2022-10-05 18:30:00,2022-10-05 18:30:00,compact
2022-10-05 07:55:00,2022-10-05 18:30:00,class 1 truck
2022-10-05 18:30:00,2022-10-05 18:30:00,class 1 truck
2022-09-01 18:30:00,2022-10-05 18:30:00,medium
2022-10-06 07:01:00,2022-10-06 07:01:00,class 2 truck
2022-10-06 07:01:00,2022-10-06 07:01:00,compact
2022-09-12 07:11:00,2022-10-06 07:08:00,compact
2022-09-26 17:13:00,2022-10-06 07:12:00,medium
2022-10-06 07:18:00,2022-10-06 07:18:00,compact
2022-10-06 07:20:00,2022-10-06 07:20:00,medium
2022-09-07 07:52:00,2022-10-06 07:20:00,medium
2022-09-08 17:52:00,2022-10-06 07:35:00,medium
2022-09-11 07:36:00,2022-10-06 07:41:00,compact
2022-10-06 07:44:00,2022-10-06 07:44:00,compact
2022-10-06 07:44:00,2022-10-06 07:44:00,full-size
2022-09-15 17:15:00,2022-10-06 07:51:00,class 1 truck
2022-09-25 18:24:00,2022-10-06 07:53:00,compact
2022-09-17 10:50:00,2022-10-06 07:54:00,medium
2022-09-15 17:39:00,2022-10-06 07:56:00,medium
2022-09-06 07:00:00,2022-10-06 08:17:00,compact
2022-09-01 14:33:00,2022-10-06 08:21:00,class 1 truck
2022-10-06 08:33:00,2022-10-06 08:33:00,compact
2022-10-06 08:45:00,2022-10-06 08:45:00,class 1 truck
2022-09-01 09:14:00,2022-10-06 08:49:00,full-size
2022-09-02 14:35:00,2022-10-06 09:30:00,class 1 truck
2022-10-06 09:39:00,2022-10-06 09:39:00,class 1 truck
2022-10-06 09:42:00,2022-10-06 09:42:00,class 2 truck
2022-09-10 18:30:00,2022-10-06 10:08:00,class 1 truck
2022-09-07 18:23:00,2022-10-06 10:54:00,class 1 truck
2022-10-06 10:56:00,2022-10-06 10:56:00,medium
2022-10-04 07:00:00,2022-10-06 11:11:00,class 2 truck
2022-09-03 14:16:00,2022-10-06 11:18:00,full-size
2022-09-07 07:19:00,2022-10-06 11:31:00,class 2 truck
2022-10-06 11:49:00,2022-10-06 11:49:00,compact
2022-10-06 11:55:00,2022-10-06 11:55:00,compact
2022-10-06 12:11:00,2022-10-06 12:11:00,full-size
2022-09-27 07:35:00,2022-10-06 12:23:00,full-size
2022-09-04 18:18:00,2022-10-06 12:50:00,class 1 truck
2022-09-27 07:49:00,2022-10-06 12:55:00,medium
2022-09-24 07:11:00,2022-10-06 13:02:00,medium
2022-10-06 13:34:00,2022-10-06 13:34:00,class 1 truck
2022-10-06 13:47:00,2022-10-06 13:47:00,full-size
2022-09-17 07:08:00,2022-10-06 15:45:00,medium
2022-09-15 11:11:00,2022-10-06 16:04:00,compact
2022-09-30 07:32:00,2022-10-06 16:20:00,full-size
2022-09-05 11:18:00,2022-10-06 16:23:00,compact
2022-09-07 08:43:00,2022-10-06 16:41:00,class 1 truck
2022-10-04 07:01:00,2022-10-06 17:17:00,compact
2022-10-06 17:26:00,2022-10-06 17:26:00,medium
2022-10-06 17:30:00,2022-10-06 17:30:00,compact
2022-09-22 08:35:00,2022-10-06 18:02:00,class 1 truck
2022-10-01 18:15:00,2022-10-06 18:04:00,full-size
2022-09-30 13:03:00,2022-10-06 18:11:00,full-size
2022-09-03 07:32:00,2022-10-06 18:14:00,full-size
2022-10-06 18:18:00,2022-10-06 18:18:00,medium
2022-09-07 08:30:00,2022-10-06 18:26:00,compact
2022-10-03 07:13:00,2022-10-06 18:30:00,class 1 truck
2022-09-07 18:30:00,2022-10-06 18:30:00,class 2 truck
2022-09-27 07:36:00,2022-10-06 18:30:00,compact
2022-10-07 07:03:00,2022-10-07 07:03:00,medium
2022-09-12 18:30:00,2022-10-07 07:11:00,compact
2022-09-21 07:18:00,2022-10-07 07:18:00,compact
2022-10-07 07:18:00,2022-10-07 07:18:00,class 1 truck
2022-09-28 12:21:00,2022-10-07 07:19:00,medium
2022-09-05 18:30:00,2022-10-07 07:25:00,medium
2022-09-05 07:29:00,2022-10-07 07:34:00,compact
2022-09-25 18:30:00,2022-10-07 07:36:00,class 1 truck
2022-09-10 18:23:00,2022-10-07 07:43:00,full-size
2022-09-30 07:28:00,2022-10-07 07:46:00,compact
2022-09-03 14:32:00,2022-10-07 07:47:00,full-size
2022-09-30 11:12:00,2022-10-07 07:49:00,class 2 truck
2022-09-07 18:30:00,2022-10-07 07:52:00,class 1 truck
2022-10-07 07:52:00,2022-10-07 07:52:00,compact
2022-10-07 08:42:00,2022-10-07 08:42:00,medium
2022-10-07 08:59:00,2022-10-07 08:59:00,class 1 truck
2022-10-07 07:47:00,2022-10-07 09:24:00,compact
2022-10-07 09:38:00,2022-10-07 09:38:00,class 2 truck
2022-10-03 07:55:00,2022-10-07 09:43:00,class 2 truck
2022-09-21 09:15:00,2022-10-07 10:22:00,medium
2022-10-03 15:20:00,2022-10-07 11:48:00,full-size
2022-09-29 18:30:00,2022-10-07 12:06:00,compact
2022-09-02 07:56:00,2022-10-07 12:09:00,class 1 truck
2022-09-15 07:33:00,2022-10-07 12:45:00,class 2 truck
2022-10-03 07:27:00,2022-10-07 12:45:00,compact
2022-10-07 13:05:00,2022-10-07 13:05:00,medium
2022-09-22 07:28:00,2022-10-07 13:25:00,class 2 truck
2022-09-11 07:04:00,2022-10-07 14:06:00,medium
2022-10-07 14:20:00,2022-10-07 14:20:00,medium
2022-10-07 14:50:00,2022-10-07 14:50:00,class 1 truck
2022-10-07 14:51:00,2022-10-07 14:51:00,class 1 truck
2022-09-30 07:45:00,2022-10-07 14:51:00,medium
2022-09-28 07:22:00,2022-10-07 15:07:00,compact
2022-10-07 15:12:00,2022-10-07 15:12:00,full-size
2022-10-07 15:23:00,2022-10-07 15:23:00,compact
2022-09-21 18:21:00,2022-10-07 15:26:00,full-size
2022-10-07 15:59:00,2022-10-07 15:59:00,full-size
2022-09-10 10:13:00,2022-10-07 16:14:00,class 2 truck
2022-10-04 07:37:00,2022-10-07 16:55:00,compact
2022-09-19 18:30:00,2022-10-07 16:55:00,medium
2022-09-04 07:56:00,2022-10-07 16:57:00,compact
2022-09-19 18:10:00,2022-10-07 17:06:00,compact
2022-09-29 07:43:00,2022-10-07 17:29:00,class 1 truck
2022-10-07 17:42:00,2022-10-07 17:42:00,compact
2022-09-06 18:30:00,2022-10-07 17:44:00,compact
2022-09-19 07:44:00,2022-10-07 17:55:00,full-size
2022-09-27 18:30:00,2022-10-07 17:57:00,full-size
2022-10-07 18:02:00,2022-10-07 18:02:00,class 1 truck
2022-09-29 07:09:00,2022-10-07 18:04:00,class 1 truck
2022-09-24 07:49:00,2022-10-07 18:15:00,compact
2022-10-06 16:56:00,2022-10-07 18:25:00,compact
2022-10-07 18:30:00,2022-10-07 18:30:00,full-size
2022-10-07 18:30:00,2022-10-07 18:30:00,full-size
2022-10-02 13:37:00,2022-10-07 18:30:00,class 1 truck
2022-10-07 18:30:00,2022-10-07 18:30:00,compact
2022-09-29 18:30:00,2022-10-07 18:30:00,full-size
2022-09-30 10:43:00,2022-10-07 18:30:00,medium
2022-09-20 18:30:00,2022-10-08 07:08:00,medium
2022-10-08 07:09:00,2022-10-08 07:09:00,class 1 truck
2022-09-24 07:18:00,2022-10-08 07:12:00,full-size
2022-09-15 09:17:00,2022-10-08 07:15:00,class 2 truck
2022-10-03 13:15:00,2022-10-08 07:22:00,class 1 truck
2022-10-08 07:23:00,2022-10-08 07:23:00,class 2 truck
2022-09-05 07:28:00,2022-10-08 07:25:00,full-size
2022-09-11 07:22:00,2022-10-08 07:27:00,medium
2022-10-08 07:41:00,2022-10-08 07:41:00,class 2 truck
2022-09-18 07:17:00,2022-10-08 07:43:00,compact
2022-09-08 16:59:00,2022-10-08 07:50:00,medium
2022-09-06 15:34:00,2022-10-08 07:59:00,class 2 truck
2022-09-10 13:54:00,2022-10-08 09:03:00,class 1 truck
2022-09-29 13:24:00,2022-10-08 09:08:00,class 1 truck
2022-09-05 07:44:00,2022-10-08 09:59:00,full-size
2022-09-02 18:30:00,2022-10-08 10:27:00,full-size
2022-09-13 13:19:00,2022-10-08 10:39:00,class 2 truck
2022-10-08 10:55:00,2022-10-08 10:55:00,class 2 truck
2022-09-22 11:30:00,2022-10-08 11:10:00,class 1 truck
2022-09-13 15:23:00,2022-10-08 11:22:00,class 1 truck
2022-10-05 18:30:00,2022-10-08 11:25:00,compact
2022-09-07 15:37:00,2022-10-08 11:36:00,compact
2022-10-08 12:04:00,2022-10-08 12:04:00,class 2 truck
2022-09-07 14:18:00,2022-10-08 12:12:00,class 1 truck
2022-09-11 07:56:00,2022-10-08 12:41:00,class 1 truck
2022-09-03 07:29:00,2022-10-08 14:06:00,class 2 truck
2022-10-08 14:16:00,2022-10-08 14:16:00,medium
2022-10-08 14:19:00,2022-10-08 14:19:00,compact
2022-09-03 14:49:00,2022-10-08 14:49:00,compact
2022-09-03 07:33:00,2022-10-08 15:00:00,class 1 truck
2022-09-21 08:38:00,2022-10-08 15:29:00,compact
2022-09-22 18:11:00,2022-10-08 16:05:00,class 2 truck
2022-10-08 16:15:00,2022-10-08 16:15:00,medium
2022-09-01 11:41:00,2022-10-08 16:37:00,class 1 truck
